"","SC","MI","FE","avgFE","final_similarity","n.runs","mu_x0","mu_t0","beta_x","beta_t","n.years","sigma_x","sigma_t","psi_x","psi_t","world","resource","epsilon","alpha","beta","kappa","lambda"
"SC.mean","0.2538","0.2116","0.7048","0.7929","0.8686","6","40","25","0","0","7","5","12","0","0","world_nonmigratory","resources_drifting","4","300","50","0","100"
